27/11/2021;31,4;14,2
28/11/2021;33,9;15,6
29/11/2021;27,9;14,9
30/11/2021;29,1;11
01/12/2021;32,7;13,4
02/12/2021;34,3;16,6
03/12/2021;34,4;15,4
04/12/2021;34,6;18,6
05/12/2021;35,7;18,1
06/12/2021;33,4;18,1
07/12/2021;30,9;17
08/12/2021;30,6;15,6
09/12/2021;31,5;13,8
10/12/2021;33,8;13,6
11/12/2021;36;14,8
12/12/2021;34,6;22,3
13/12/2021;31,6;21,9
14/12/2021;34,5;21,4
15/12/2021;34,5;22,7
16/12/2021;36,4;21,2
17/12/2021;37,6;21,5
18/12/2021;36,1;23,8
19/12/2021;35,1;22,7
20/12/2021;35,6;21,2
21/12/2021;36,9;20,8
22/12/2021;37,4;19,1
23/12/2021;35,8;20,8
24/12/2021;33,6;19,3
25/12/2021;35;18,4
26/12/2021;37;17,6
27/12/2021;38;16,5
28/12/2021;38,4;15,1
29/12/2021;36,4;20,2
30/12/2021;32,1;17,9
31/12/2021;31,6;18,3
